type,symbol,amount,cost,datetime,timestamp,price
,DOGE/USD,3.5e-05,5.4964e-06,2024-03-23T01:13:40.006Z,1711156420006,0.15704
,DOGE/USD,30.535165,4.79554766325,2024-03-23T01:13:40.006Z,1711156420006,0.15705
,DOGE/USD,9.4e-05,1.47627e-05,2024-03-23T01:13:40.007Z,1711156420007,0.15705
,DOGE/USD,97.876006,15.37729930266,2024-03-23T01:13:40.007Z,1711156420007,0.15711
,DOGE/USD,0.000125,1.963875e-05,2024-03-23T01:13:40.955Z,1711156420955,0.15711
,DOGE/USD,37.228775,5.85050199125,2024-03-23T01:13:40.955Z,1711156420955,0.15715
,DOGE/USD,0.000191,3.001565e-05,2024-03-23T01:13:54.682Z,1711156434682,0.15715
,DOGE/USD,75.824109,11.92561586352,2024-03-23T01:13:54.682Z,1711156434682,0.15728
,DOGE/USD,0.000221,3.475888e-05,2024-03-23T01:14:09.201Z,1711156449201,0.15728
,DOGE/USD,63.524079,9.99996051618,2024-03-23T01:14:09.201Z,1711156449201,0.15742
,DOGE/USD,0.204237,0.03214894617,2024-03-23T01:14:23.479Z,1711156463479,0.15741
,DOGE/USD,0.4085,0.064293815,2024-03-23T01:14:25.187Z,1711156465187,0.15739
,DOGE/USD,0.204237,0.03214894617,2024-03-23T01:15:29.563Z,1711156529563,0.15741
,DOGE/USD,2.6e-05,4.09214e-06,2024-03-23T01:15:31.434Z,1711156531434,0.15739
,DOGE/USD,0.408374,0.06427398386,2024-03-23T01:15:31.434Z,1711156531434,0.15739
,DOGE/USD,0.000152,2.392328e-05,2024-03-23T01:16:45.814Z,1711156605814,0.15739
,DOGE/USD,1322.142026,206.88878422848,2024-03-23T01:17:05.344Z,1711156625344,0.15648
,DOGE/USD,0.839986,0.13181060312,2024-03-23T01:17:57.451Z,1711156677451,0.15692
,DOGE/USD,0.839914,0.13179930488,2024-03-23T01:17:57.451Z,1711156677451,0.15692
,DOGE/USD,1687.5,264.819375,2024-03-23T01:19:18.060Z,1711156758060,0.15693
,DOGE/USD,7.2e-05,1.129824e-05,2024-03-23T01:19:18.060Z,1711156758060,0.15692
